bào ảnh,plan,
chỉ huy trưởng,Captain,
chủ nghĩa nhân văn,humanism,
khí áp,barometric,
bán đứng,stand-alone,
chao ôi,wow,
vũ công,dancer,
tai trong,inner ear,
cá nhám,shark,
công ty bảo hiểm,insurance company,
luật La Mã,Roman law,isSuper
tay phải,right hand,
dày dạn,seasoned,
thị mẹt,meat,
hình thái,form,
vô song,peerless,
atphan,atphan,
buôn bán,trade,
bãi thực,real yard,
hết cả,it all,
ngân hàng thương mại,commercial Bank,
Đá hoa cương,Granite,isSuper
hoàn mỹ,perfect,
cô tông,cotton,
bẽ mặt,humiliation,
trường nội trú,boarding school,
ba chỉ,pork,
bồi hoàn,reimbursement,
phương vị,azimuth,
uốn tóc,curling hair,
bằng phẳng,flat,
ông xã,husband,
bàn đạp,pedal,
trường giáo dưỡng,reformatories,
cố kết,Cohesive,
bởi vậy,therefore,
lấy mẫu,sample,
photpho,phosphorus,
đũng quần,crotch,
viêm da thần kinh,neurodermatitis,
người bệnh,patient,
rừng lá kim,coniferous forest,
Ý nghĩa,Meaning,isSuper
thông đỏ,red pine,
chất khử,reducing agent,
con lai,crossbred,
phụ trội,additional,
vàng hoe,yellow,
ủ bệnh,Incubation,
định tâm,centering,
thông tin cá nhân,personal information,
sóng địa chấn,seismic waves,
gió xoáy,vortex wind,
định kiến,prejudice,
đại tiện,defecation,
trung học cơ sở,junior high school,
thù nghịch,hostile,
kim móc,crochet needle,
đảng cộng sản,Communist Party,
vô tuyến định vị,radio navigation,
dây tóc,filament,
đồ đệ,disciple,
họa hình,cartoon,
silicat,silicate,
thân tế bào,cell body,
khuôn dạng,form,
đồng hóa,assimilation,
hội đồng quản trị,administrative Council,
toàn cảnh,overview,
mê tít,crazy,
chiểu,pm,
cối xay gió,windmill,
ghế băng,bench,
vết nứt,crack,
con riêng,stepchild,
bãi nhiệm,dismiss,
vệ tinh nhân tạo,artificial satellite,
sổ cái,ledger,
bất tận,endless,
tắt ngấm,turn off,
sở cứ,base,
đốp,poop,
sao đôi,double star,
lỗ thở,breathing hole,
cá chuối,banana fish,
thư giãn,relax,
đầu máy hơi nước,steam locomotive,
công sức,effort,
chảy nước mắt,weep,
nút giao thông,traffic intersection,
nhìn chung,general,
bầy nhầy,slime swarm,
đầy tớ,servant,
chiếm dụng,misappropriation,
lối sống,life style,
tinh thể hình kim,needle-shaped crystals,
nhà xuất khẩu,exporter,
cuốc bộ,walking,
vườn thú,Zoo,
bận tâm,mind,
ngọc lục bảo,Emerald,
ẩn sĩ,hermit,
viển vông,illusory,
ăn lời,profit,
nước hãm,brake water,
giá trị trao đổi,exchange value,
tốt giống,good breed,
đường nhựa,asphalt,
cực quang,Aurora,
hoa khôi,beauty,
màng nhầy,mucous membrane,
ông tơ bà nguyệt,Mr. Mrs. Nguyet,
bất động sản,real estate,
đất đai,land,
miễn dịch học,Immunology,
hoang tưởng,paranoia,
chơi vơi,play with,
luỹ thừa,exponentiation,
đế,soles,
giờ địa phương,local time,
cố ý,deliberate,
chế độ thủ trưởng,chief mode,
bảng Anh,pound,isSuper
quyền tác giả,Copyright,
cảm biến,Sensor,
thềm lục địa,shelf,
Đá hoa,Marble,isSuper
đề cao,featured,
u buồn,sad,
phản biện,counter-argument,
dự phần,prejudge,
tự ám thị,self-suggestion,
mèo đen,black cat,
hành hương,pilgrimage,
tụ điểm,dens,
tưới tiêu,irrigation,
biến số,variable,
bọ cạp,Scorpion,
vô hiệu hóa,disable,
bề sâu,depth,
thuyết vô thần,atheism,
khái quát hoá,generalization,
lúa miến,sorghum,
đầu tay,debut,
công nghệ sinh học,biotechnology,
viêm phế quản,bronchitis,
bi lụy,grief,
Động lượng,Momentum,isSuper
bệnh lở mồm long móng,foot and mouth disease,
hóa ra,turned out,
nguyên sơ,pristine,
thoát nước,Drainage,
định ngữ,definition,
tập hợp con,Subset,
chủ nghĩa phát xít,Fascism,
tội phạm học,criminology,
tầng trệt,ground floor,
tuyến tính,linear,
khăn mặt,towel,
dự bị,reserve,
tỉ lệ bản đồ,map scale,
báo tin,news,
địa vật lý,Geophysics,
đền đáp,reciprocate,
động vật nguyên sinh,protozoa,
đại khái,generally,
phả,right,
liên thuộc,affiliated,
chủ chốt,Key,
Đẳng thức,Equality,isSuper
re,re,
kiểm đếm,tally,
ác tính,malignant,
chuột cống,rat,
hoá,chemical,
động lượng,momentum,
công hiệu,effectively,
đại từ nhân xưng,pronouns,
chau,wait,
tiền mãn kinh,Premenopausal,
xem lại,review,
chín tới,cooked,
đóng góp,contribute,
hệ thống kinh tế,economic system,
thạch sinh,Jellyfish,
đối địch,rival,
truyền thông,the media,
nguyên tố chuyển tiếp,transition element,
gạt tàn,ashtray,
đến chừng,until,
hàng đợi,queue,
hướng ngoại,outward,
phế nang,alveoli,
đáy biển mò kim,seabed looking for needles,
thủ môn,Goalie,
bước nhảy vọt,leap,
giao đấu,fighting,
dân nhập cư,immigrants,
điện giật,Shockwave,
cấp số cộng,arithmetic progression,
thanh lọc,cleanse,
đế chế,Empire,
đằng này,this way,
phiên hiệu,session sign,
ca sĩ,singer,
nước muối,Salty water,
thấu kính điện tử,electronic lens,
nhà máy điện,electric Factory,
dễ ngươi,easy you,
mối ghép,joint,
thiếu dinh dưỡng,lack of nutrition,
xoắn xuýt,twisted,
viêm dây thần kinh,neuritis,
cầu phao,pontoon bridge,
đương lượng,equivalent,
thuốc chống nấm,antifungal medicine,
chẳng nữa,no more,
bạc thếch,silver,
phụ thuộc lẫn nhau,Interdependence,
hồ quang điện,electric arc,
than khóc,cry,
biến dị,mutate,
yên lòng,peace of mind,
xi phông,siphon,
muối khoáng,Mineral salts,
vô điều kiện,unconditional,
lầm rầm,mumble,
đơn chất,single substance,
bộ luật,law,
vùng cao,High land,
trường độ,length,
hình thế,shape,
kiến trúc thượng tầng,superstructure,
dường như,sound,
một mạch,a circuit,
cú pháp học,learning syntax,
bỏ mẹ,leave mom,
âm vật,clitoris,
rói,rui,
nhân khẩu học,demographic,
ngựa hồng,pink horse,
bò lê,crawling,
xuất huyết,hemorrhage,
ứng lực,stress,
ẩm sì,moist,
tranh tối tranh sáng,twilight,
súp lơ,cauliflower,
xộc xệch,sloppy,
tải trọng,weight,
chín muồi,ripe,
củ cải đường,sugar beet,
bạn vàng,golden friend,
vô cùng,extremely,
chủ nghĩa hoài nghi,skepticism,
cơ cấu,structure,
tầm nhìn xa,foresight,
vĩnh hằng,eternity,
mã số,code,
ẩn danh,incognito,
khuyên ngăn,advise against,
chôn vùi,Inearth,
vì vậy,So,
thư ký riêng,personal secretary,
dấu hỏi,question mark,
chuột chù,shrew,
chưng cất,distillation,
đại tự,great letter,
chảy xiết,flowing,
rọ mõm,muzzle,
tham vấn,Consultation,
cổ vật,relic,
trùm chăn,blanket cover,
thửa đất,parcel of land,
ăn mừng,celebration,
đa sắc,Colorful,
quỵt,steal,
chiếm đóng,occupied,
chu toàn,fulfill,
can dự,get involved,
Ốc đảo,Oasis,isSuper
gi,hour,
bưu phẩm,Parcels,
magie,magnesium,
các tông,carton,
hình chiếu,slideshow,
điều dưỡng,Nursing,
tổng sản phẩm quốc dân,total national product,
di thực,real estate,
khu đất,area,
vật nuôi,pet,
chiều hôm,afternoon,
thị trường ngoại hối,Forex market,
đày ải,exile,
tịnh tiến,translation,
mẫu biểu,forms,
vùng trời,sky,
đôn,pedestal,
chiến địa,battlefield,
khoa học kỹ thuật,science Technology,
bồi phòng,valet,
dáng bộ,posture,
sinh sôi,multiply,
clip,clip,
tránh né,"avoid, dodge",
mỉm,smile,
chiến lợi phẩm,Booty,
đặc sắc,featured,
xõa,lol,
đại bàng,eagle,
bãi khóa,paddock,
bao trùm,cover,
kết tội,guilty,
nhồi gạc,gauze stuffing,
kịch lịch sử,historical drama,
phản loạn,rebellion,
tự ý thức,self conscious,
vòng cổ,necklace,
ước số,divisor,
đĩa hát,CD,
biên chế,payroll,
đạo sĩ,Taoist,
côn trùng học,entomological,
đồng minh,ally,
phối ngẫu,Spouse,
réo rắt,melodious,
độ tin cậy,reliability,
ấp trứng,hatch,
danh xưng,name,
tàu lặn,submarine,
dài ngoằng,long,
số nhiều,many,
Địa ngục,Hell,isSuper
lột xác,molting,
người lao động,workers,
đào thải,elimination,
vĩnh biệt,goodbye,
hắng giọng,throat clearing,
đối thoại,conversation,
chủ hộ,head of a household,
rụng lá,deciduous,
áo lễ,vest,
hình bầu dục,Ellipse,
xưa nay,ever,
đơn điệu,monotonic,
cỏ ống,couch,
đường phố,street,
đánh máy,typing,
cứng cáp,sturdy,
hữu hảo,benevolent,
đám tang,funeral,
vi phạm pháp luật,break the law,
kiểm soát viên,surveyor,
thuỷ điện,hydroelectricity,
loài người,human,
xỉn,dull,
ổ đĩa,CD driver,
cá bạc,silver fish,
trại mồ côi,Orphanage,
đa phương,multilateral,
chuyển mạch,switch,
hay là,or is,
hoa cúc,chrysanthemum,
bề mặt,surface,
bút bi,ballpoint pens,
cơ xưởng,factory,
bút chiến,polemic,
thanh mẫu,sample bar,
vùng áp thấp,low pressure area,
mô phân sinh,meristem,
đao phủ,executioner,
sỏi mật,gallstones,
phụ chú,note,
bướm,butterfly,
dấu lặng,silence sign,
tiền giả định,presumptive money,
phức,complex,
buồn chán,boring,
trước sau như một,consistently,
vật chủ,host,
hiếu khách,hospitable,
viên,tablets,
Đại đội,Company,isSuper
củ từ,tuber,
bấu víu,cling,
dư vị,aftertaste,
đột phá,overate,
giải trừ quân bị,disarmament,
diễn tấu,perform,
viêm nha chu,periodontitis,
xương quay,bone rotation,
thập,ten,
cơ sở hạ tầng,the infrastructure,
siêu nghiệm,transcendental,
miệng núi lửa,crater,
cái đẹp,beauty,
bàn máy,computer desk,
bộ tịch,citify,
butan,butane,
hệ thống chính trị,political system,
mực nước,water level,
máy phát thanh,speaker,
biến cách,declension,
bó tay,give up,
hàn lâm,academic,
tự tạo,self-created,
xoắn khuẩn,spirochetes,
nhân dân tệ,yuan,
đậy điệm,cover up,
nguyên cảo,Plaintiff,
công phu,carefully,
thuỷ tinh lỏng,liquid glass,
quèo,wow,
nước ngoài,foreign,
lát nữa,by and by,
đường trượt,slide,
thét lác,scream,
hạng mục công trình,project item,
phục chế,Restoration,
kiểm tra sức khỏe,health check,
bọng nước,blisters,
đông lạnh,Frozen,
kí hiệu học,semiotics,
trật tự từ,word order,
thấm ướt,wet,
đá phấn,chalk,
độ đo,measure,
hoa tay,handicraft,
dẽ,easy,
chướng ngại vật,obstacle,
xóa,erase,
chuồi,banana,
mặt Trời,sun,isSuper
tương ớt,chili sauce,
tuần làm việc,working week,
ngoại bì,epidermal,
mômen lực,torque,
dịch vụ bưu chính,Postal services,
công đoạn,stage,
giá trị thị trường,Market value,
duyên dáng,graceful,
hiềm khích,dislike,
đạo diễn,director,
lật úp,upside down,
thân từ,stem word,
đường ray,track,
điểm chuẩn,benchmark,
nham thạch,lava,
nếp nhăn,wrinkle,
điêu luyện,virtuoso,
đường đạn,bullet path,
chận đứng,stop,
ion,ion,
khí thũng,emphysema,
đúng đắn,respectable,
phán xét,judgment,
bạn bè,friend,
vẹo vọ,crooked,
chuyên nghiệp hóa,professionalisation,
truyện ngụ ngôn,fables,
orthophotphat,orthophosphate,
âm tiết,rhythm,
đề mục,subject,
tiếng anh,English,
đối ứng,Reciprocal,
hình tượng,icon,
dư dả,abundant,
đổ nát,dilapidated,
tiền ký quỹ,deposit,
cắt đứt,cut out,
bao cấp,subsidies,
hiệu chỉnh,correction,
ozon,ozone,
thượng nguồn,upstream,
sữa non,colostrum,
bên ngoài,outside,
đột ngột,suddenly,
tiên lượng,prognosis,
apxe,appe,
đàn ống,pipe organ,
diễn kịch,dramatization,
giờ hành chính,time in works,
hiểu ngầm,understood,
kịch phát,drama,
bệnh nhân,patient,
dòng nước,water line,
viêm màng não,meningitis,
vĩ mô,macro,
bạch hoa,caper,
bình nhân,average,
biệt lập,isolated,
bàn luận,discuss,
phục hồi chức năng,Rehabilitation,
entanpi,enthalpy,
hoạt hình,cartoon,
dẫn giải,explain,
nhà sách,Bookstore,
thuỷ triều,tides,
vượt ngục,escape,
hành kinh,menstruation,
add,add,
tiếng mẹ đẻ,mother language,
thầy phù thủy,Wizard,
hàng phố,street,
vũ trụ học,cosmography,
tán xạ,scattering,
thi đấu,competition,
anh hùng ca,heroes song,
giá như,if only,
phớt lờ,ignore,
văn phạm,grammar,
kinh tế vi mô,microeconomics,
mạch quặng,ore veins,
cảnh quan,view,
giãn phế quản,bronchiectasis,
bù trừ,offset,
công kích,offensive,
uỷ ban,committee,
bình cổ cong,curved neck vase,
hình bình hành,parallelogram,
điều đình,negotiate,
hòa vốn,break even,
ngữ dụng học,pragmatics,
dị cảm,paresthesia,
noãn sào,ovary,
lượng số,quantity,
nghiện thuốc lá,smoking addiction,
điểm sương,dewpoint,
đói meo,hungry,
ngũ tấu,quintet,
khoa nội,internal medicine department,
đánh vảy,scale,
dược điển,Pharmacopoeia,
đuông,weevil,
tài trợ,sponsor,
electron,electrons,
danh mục sản phẩm,product portfolio,
véc ni,varnish,
canông,canoe,
luật hàng hải,maritime law,
giọt châu,drops of pearls,
đạo cô,priestess,
cửa chớp,shutter,
chửi rủa,swear,
dòng sông,River,
tôn sư trọng đạo,respect the religion,
thang đo,The scale,
phù nề,edema,
bất tài,loser,
trầm tích,sediment,
tầng chứa nước,aquifer,
vu,Vu,
bà chúa,princess,
phi chính phủ,non-governmental,
chán ngán,bored,
Đầu bếp,Chef,isSuper
xót xa,laments,
du nhập,Import,
chậm trễ,delay,
đều đều,regularly,
cốt lõi,core,
giá lạnh,cold,
tưới nước,Sprinklers,
hành nghề,work,
cơ quan quyền lực,authority,
pha tạp,doping,
bức xạ hồng ngoại,infrared radiation,
kết tụ,conglomerate,
ăn mặc,Dress,
đanh,sharp,
ete,ether,
già yếu,getting old,
ống nói,speaking tube,
mụn rộp,Herpes,
thế giới bên kia,Kingdom Come,
bần hàn,poor,
điểm,point,
bổ nhào,dive,
quốc hữu hoá,nationalization,
đánh chác,wager,
thương hiệu,trademark,
độ dốc,slope,
qua đường,through,
continum,continum,
chìm đắm,Deep in,
chì chiết,lead,
đại não,brain,
thuộc da,tanning,
đai ốc,nut,
treo cổ,Hanged,
đình thần,Temple,
tiểu thể,corpuscle,
quý giá,precious,
thỏa ước,agreement,
xe cút kít,wheelbarrow,
cõi trần,mundane,
boong ke,bunker,
bớ,oppressive,
chiêu dụ,recruit,
lộng gió,windy,
đề xuất,propose,
quả đậu,legumes,
giao diện,display,
tiếng Triều Tiên,Korean,isSuper
chừng độ,degree,
ra đi ô,radio,
độ phân giải,resolution,
điều phối,coordinator,
doanh thương,business,
biểu đạt,expressions,
xét,review,
dự trữ,reserved,
mi mắt,eyelids,
công nghệ mới,new technology,
giai cấp tiểu tư sản,petty bourgeoisie,
hoàn chỉnh,complete,
đồng quê,Country,
bỏ phí,waive fee,
lắm chuyện,talkative,
xiêm,Siamese,
xông xáo,dynamic and willing,
động cơ điện,electric motor,
nấm men,yeast,
chuẩn hóa,standardized,
ước tính,estimate,
bề ngoài,appearance,
bảng màu,color board,
súng thần công,Cannon,
cacte,Cate,
bể cá,aquarium,
đại nghĩa,great meaning,
rắn biển,sea ​​snake,
thông gió,ventilation,
vườn ươm,nursery,
cực lạc,ecstasy,
truyền nhiệt,heat Transfer,
khí đốt,gas,
xương cổ tay,hand bone,
điền kinh,Athletics,
văn sĩ,writer,
mây mù,cloudy,
chiết xuất,extract,
phụ phí,surcharge,
công viên,park,
chi phái,tribe,
cảnh tiên,fairy scene,
mở cửa,open door,
chống cự,resist,
vỉa than,coal seam,
cơ sở dữ liệu,database,
đi giải,go to the tournament,
bại liệt,disabled,
siêu đô thị,Super city,
dinh dưỡng học,Nutritionists,
cũ rích,stale,
hang động,cave,
đón chào,Welcome,
khu rừng,Forest,
tranh tường,Mural,
bụng dạ,stomach,
chuồng gà,henhouse,
ra ngôi,crowned,
dương xỉ,fern,
dàn đồng ca,choir,
bờ hè,summer shore,
rừng nhiệt đới,tropical forest,
mật khẩu,password,
đà điểu Châu phi,african ostrich,isSuper
màng hoạt dịch,synovial membrane,
pháp ngữ,grammar,
loà,species,
đích thị,destination marketing,
dự khuyết,substitute,
tây ban nha,Spain,
đâm sầm,crash,
vụng trộm,intrigue,
biểu dương,glorify,
chính trị hóa,politicize,
tứ tấu,quartet,
thuyết nhị nguyên,dualism,
bị gậy,got a stick,
sóng ngang,transverse wave,
đường xoắn ốc,spiral,
bồ công anh,dandelion,
độ tương phản,contrast,
tuỵ,pancreas,
con rối,puppets,
khả năng chiến đấu,fighting ability,
Ăn,Eat,isSuper
chắp cánh,wings,
biển báo,notice board,
ván sợi,fiberboard,
chiếu lại,replay,
tiếp thị,marketing,
cần cấp,need grant,
amip,amoeba,
ác ý,malice,
xưng,confess,
phóng tinh,ejaculate,
bình quân,Average,
vun vút,soaring,
tranh đả kích,lashing out,
trận chiến đấu,battle,
kinh tế gia đình,home economics,
bươm,butterfly,
nhồi máu,infarction,
rồi đời,then life,
tiếng Thái,Thai,isSuper
máy tự động,automatic,
tự biên,self-edited,
bắt gặp,meet,
chất phản ứng,reactant,
đằng la,over there,
vòng đai,ring,
bằng sáng chế,license of invention,
rút tiền,withdraw money,
đặc sản,specialty,
đủ dùng,enough to use,
chủ nghĩa lãng mạn,Romanticism,
cảm thụ,feel,
quyền chủ quyền,sovereign rights,
bợt,sorry,
phản tác dụng,counterproductive,
sinh thái,Ecological,
lựa chọn,select,
người lái xe,driver,
hàng năm,annual,
âm đệm,accompaniment,
sa khoáng,placer,
hàng ngày,daily,
hai chấm,two dots,
máy bay chiến đấu,combat aircrafts,
dầu mỡ,grease,
thanh lý,liquidation,
sới,sow,
công nghệ cao,high technology,
phần mềm ứng dụng,application software,
sạt lở đất,landslide,
tần suất,frequency,
cừ khôi,clinker,
công chứng,Notarized,
đậu đen,black beans,
apacthai,apacthai,
tự chế,selfconstruct,
bánh đúc,castor cake,
cầu cảng,wharves,
giáo dục lại,re-educate,
uốn khúc,meanders,
sao lãng,disconcert,
thuật toán,algorithm,
Đất,Land,isSuper
đánh bắt,catch,
tháng nhuận,leap month,
cực đoan,extreme,
vô ơn,ungratitute,
định hình,shape,
phụ ngữ,postposition,
viêm phổi,pneumonia,
vật liệu di truyền,genetic material,
chúng ta,we,
nitrat,nitrate,
đáng lẽ,should,
an nhàn,at ease,
tồn,exist,
dễ cảm,sensitive,
rạp hát,theater,
bóc trần,expose,
chi đội,squad,
uyên nguyên,Uyen Nguyen,
góc ngoài,outer corner,
chuyển đổi,convert,
cung kiếm,bow sword,
chịu thuế,taxable,
com-pa,compass,
chuẩn mực,standard,
tiếc thương,mourn,
điện từ,electromagnetism,
quả thật,indeed,
điện tử,electronic,
cắc cớ,excuses,
chip,chips,
chút chít,little chit,
giống vật nuôi,pet breed,
tham chiếu,reference,
rốc két,rocket,
cá bò,cow fish,
bùa hộ mệnh,amulet,
hết mực,out of ink,
bồ tát,Bodhisattva,
vượn người,anthropoids,
xù xì,scabrous,
bảo an binh,security guard,
siêu dẫn,superconductor,
khí cụ bay,flying instrument,
bộ bốn,set of four,
khe nứt,fissures,
dâu tây,strawberry,
lưỡi hái,scythe,
Ảo thuật,Magic,isSuper
luật hành chính,Administrative law,
vật chứng,evidence,
đen thui,totally black,
hậu cảnh,background,
chữ nổi,Braille,
bẹt,flat,
bất luận,whatever,
bồi thẩm đoàn,jury,
đất than bùn,peat land,
kế nhiệm,to succeed,
bàn định,desk,
phá của,break of,
bệnh bẩm sinh,congenital disease,
bom núi lửa,Volcanic bomb,
ông *,grandfather *,
đoan trang,presentable,
thế ngồi,sitting position,
lễ phục sinh,Easter,
quinin,quinine,
xen kẽ,interleaved,
bánh cuốn,rolls,
chủ nghĩa ấn tượng,impressionism,
đột nhập,Intrusion,
chính đề,main topic,
Đồng điếu,Coins,isSuper
đa hình,polymorphism,
chủ nhân ông,master,
đề bạt,promotion,
bản chức,official title,
cách bức,way of painting,
ngủ lịm,doze off,
cổ tử cung,Cervical,
bình điện,battery,
đặc cách,Exceptional,
viết tắt,acronym,
ô dù,umbrella,
chủ nghĩa kinh nghiệm,empiricism,
đánh đắm,scuttled,
tử vì đạo,martyrdom,
bằng cứ,by evidence,
chủ tọa,preside,
cẩn thận,careful,
dấu phụ,diacritics,
rửa trôi,washout,
âu lo,worry,
phật ý,vexatious,
xương mác,fibula,
làm vườn,garden,
không trọng lượng,weightlessness,
đồng phẳng,flat copper,
uất,depressed,
sữa ong chúa,jelly,
khoa học luận,scientology,
lực lượng vũ trang,armed forces,
u nhú,papilloma,
chũm chọe,cymbals,
đất nông nghiệp,agricultural land,
ừ,Yes,
đâm ra,stab out,
đại hồng thủy,cataclysm,
hạ tầng,Infrastructure,
chính thống,official,
điêu khắc,sculpture,
phổ hệ,gene,
kiểm toán viên,auditor,
phật tính,buddha nature,
chọc tức,provoke,
giọng điệu,tone,
ancol,alcohol,
không thuần nhất,not pure,
cơn khủng hoảng,crisis,
con mẹ,mother,
cỏ linh lăng,alfalfa,
chất bôi trơn,lubricant,
ăn quà,eat snack,
dân tộc thiểu số,ethnic minority,
dọn dẹp,clean up,
thuê bao,subscriber,
tầm bắn,shooting range,
dẹt,flat,
bệnh zona,shingles,
tổ chức phi chính phủ,Non-governmental organizations,
ê kíp,crew,
cửa ngõ,gateway,
hạ bì,dermis,
hay hay,nice good,
bắt giữ,arrest,
xe bọc thép,armored vehicle,
đơn chiếc,single,
chủ nghĩa hình thức,formalism,
ghểnh,awsome,
cởi trói,untie,
tổng đài điện thoại,Telecom office,
đèn hồng ngoại,Infrared lights,
phai mờ,fade,
động vật học,zoology,
chuyên môn hóa,specialization,
giữa chừng,in the middle,
ca hát,singing,
chín tầng mây,cloud nine,
đeo đẳng,wearing dan,
hau háu,eager,
hơi cay,tear gas,
ngoại cỡ,oversized,
oxit,oxide,
vô thưởng vô phạt,"no reward, no penalty",
trầm tích học,sedimentology,
thông lượng,flux,
ghi hình,record,
tái lập,reestablish,
bảo lưu,Reserve,
tiếng gọi,the sound,
chắc tay,sure,
phấn khích,excited,
ý tứ,meaning,
cót,cot,
đói kém,famine,
dọa dẫm,threaten,
mạng cục bộ,local area network,
xung lực,impulsiveness,
biểu sinh,epigenetic,
đốc lí,manager,
vục,service,
rắn mối,lizard,
cung trăng,moon sign,
dung tích,capacity,
chọn lựa,selective,
uy,Uy,
chất nổ,explosives,
mờ ảo,dim,
milimét,millimeters,
thời quá khứ,the past,
dữ dội,violently,
chữ thập đỏ,Red Cross,
bon chen,squeezed,
đỏ bừng,flushed,
bầu bán,elected to sell,
dị hướng,anisotropy,
vòi nhuỵ,pistil,
đấu đá,fighting,
tiền tuất,death money,
vai tuồng,part,
nên thân,be friendly,
thủy sinh,aquatic,
giá tiền,price,
bỏ ngỏ,open,
quyền công dân,civil rights,
đãng trí,wander,
đàng điếm,whore,
khí than,coalgas,
biến thái,perverted,
Đức cha,Bishop,isSuper
bề rộng,width,
hiền lành,gentle,
tự do ngôn luận,freedom of speech,
vượt rào,Hurdles,
típ,tip,
đáy mắt,bottom of eyes,
đánh hơi,smell,
tay đòn,swing arm,
xuân sắc,spring color,
máy mài,grinding machine,
súng hoả mai,muskets,
ngủ đông,hibernation,
chủ ý,intention,
cổ đông,shareholder,
thù ghét,hate,
nhân học,anthropological,
máng dẫn nước,water trough,
vẹm,mussels,
chỉ dẫn,instruction,
đăm,dam,
tàu con thoi,Shuttle,
lợn thịt,pork,
đạo Hồi,Islam,isSuper
cơn sốt,fever,
tiếng thở khò khè,wheeze,
hí hửng,excited,
địa thế,terrain,
tự giáo dục,self-education,
đến nỗi,so much so,
tăng huyết áp,hypertension,
ẩn giấu,hide,
biến dạng,deformation,
điểm mù,blind spot,
bài trừ,proscribe,
thời gian nghỉ ngơi,rest time,
củng mạc,sclera,
biên tập viên,Editor,
bổ trợ,Help,
đồ dùng,belongings,
vắng mặt,absent,
chủ nghĩa dân tộc,nationalism,
co ro,scolded,
mở thông,open,
đa cực,multipolar,
địa cực,pole,
muông thú,animals,
ký sinh trùng,parasites,
đáng thương,poor,
vuông vắn,square,
chung quanh,around,
bóng dài,long shadow,
triệu chứng học,Symptomatology,
để mặc,to wear,
độ ẩm,humidity,
phẩm tước,stripping product,
khối lượng nguyên tử,atomic mass,
bờ rào,fence,
chế độ tổng thống,presidential system,
đất thánh,holy land,
hồi ức,memories,
đánh tráo,shuffles,
tông đồ,apostles,
hậu cung,harem,
bài giảng,lesson,
cửa lò,oven door,
chữ số,number,
bất tuân,disobedient,
bất thường,abnormal,
quyền hành pháp,executive,
đầu máy,diesel,
khuyến dụ,entice,
cục tác,cluck,
đề xướng,initiate,
nghiên cứu sinh,postgraduate,
cắm,plug,
cacten,carten,
khuyến mại,promotion,
chủ nghĩa quốc xã,nationalist,
bù nhìn,figurehead,
thơm phưng phức,fragrant,
truyền động,transmission,
chuyện trò,chat,
điều tiết,Regulatory,
thuyết định mệnh,fatalism,
dảy,string,
hiệp đoàn,union,
chào hàng,Offer,
thương nhân,businessman,
kinh Thánh,Bible,isSuper
bàn giấy,desk,
cộng hưởng,Resonance,
bảo kê,underwrite,
hải quân lục chiến,Marines,
co kéo,pull,
vẹo cổ,crooked neck,
bóp bẹp,crush,
đài gương,mirror tower,
chủ sở hữu,Owner,
cập rập,hasty,
chiêm tinh,horoscope,
hải mã,walrus,
độc tố,toxin,
trưng cầu dân ý,referendum,
đơn thể,monosyllable,
ngữ khí,intonation,
ô liu,olive,
nguồn điện,electricity supply,
trung đông,Middle East,
sách đen,black book,
phân vùng,partition,
cơ trơn,smooth muscle,
chiếu phim,movies,
coi thường,despise,
tính toàn vẹn,integrity,
yên bình,peaceful,
bìm bịp,Bim fool,
uốn dẻo,Bend,
điện trở,resistor,
búa đóng cọc,piledriver,
hận thù,hatred,
rác rến,garbage,
hải dương học,Oceanography,
ì ầm,humming,
tiêu mòn,wear and tear,
độ cao,height,
phân đoạn,segment,
học vẹt,rote,
Đài Loan,Taiwan,isSuper
chững,stop,
vương giả,regal,
đầu thừa đuôi thẹo,Scary head and tail,
hốc mắt,eye socket,
hậu cần,logistics,
quyền sử dụng,right to use,
con quay,spindle,
mệnh giá,denominations,
của nả,mine,
buồn phiền,sad,
đánh lui,fight off,
hây hây,hey hey,
khỏe,Strong,
thần giao cách cảm,telepathy,
điệp,scorpion,
áp phích,Posters,
bảng chữ cái,alphabet,
Đạo Phật,Buddhism,isSuper
võ đoán,guessing,
vòng bi,bearings,
hoại tử,caseation,
gây mê toàn thân,general anesthesia,
xài xể,spend,
nội quy,Rules,
người nộp đơn,applicants,
chi điếm,whore,
từ biến,turn away,
xay xát,milling,
vui chơi,play,
chụp mũ,cap,
bộn rộn,busy,
khôn lỏi,clever,
cơ số,base,
ấn phẩm,publications,
khoai mì,cassava,
iot,iodine,
binh nhì,private,
bùa mê,charm,
tuần trăng,moon,
dễ sợ,easily scared,
đốn mạt,dishonorable,
tổ chức xã hội,social organization,
xuýt xoa,smack,
chuyển tiền,transfer money,
coi bộ,look,
giấy báo tử,death certificate,
bộng,fluff,
đương kim,incumbent,
vi mạch,microchip,
đổng,Dong,
hiệu chuẩn,Calibration,
chế định,regulations,
gằn,close,
vũ khí,weapon,
đồ sộ,giant,
linh miêu,Lynx,
đầu đuôi,head and tail,
bướng bỉnh,stubborn,
doanh nhân,businessmen,
chầm chậm,slowly,
mộ đạo,devoutness,
thời gian tập sự,probation,
bắt được,catch,
vô cảm,insensitivity,
ngưng kết,concretion,
kỳ giông,salamander,
bè cánh,faction,
bộ nhớ,Memory,
đậu phộng,peanut,
ngữ âm,phonetic,
chứng bệnh,disease,
mộ bia,gravestone,
cứ việc,on the,
nho sinh,birth grapes,
